source,relationship,target
1351,HAD_APPRENTICE,4642
183,HAD_APPRENTICE,3777
183,HAD_APPRENTICE,3797
183,HAD_APPRENTICE,4020
183,CHILD_OF,2900
495,PARTNERSHIP,494
495,HAD_APPRENTICE,1022
3653,SPOUSE_OF,8353
3654,ASSOCIATED_WITH,8303
3654,ASSOCIATED_WITH,3756
3654,ASSOCIATED_WITH,2093
3654,ASSOCIATED_WITH,4254
3654,SEE_ALSO,2900
3654,SEE_ALSO,494
3654,SIBLING_OF,183
3653,SEE_ALSO,2902
3653,PARENT_OF,183
1351,HAD_APPRENTICE,5531
1351,APPRENTICED_TO,583
2900,SEE_ALSO,494
3654,ASSOCIATED_WITH,909
3654,CHILD_OF,8353
2900,SEE_ALSO,495
8353,CHILD_OF,495
8353,PARTNERSHIP,494
494,SEE_ALSO,2900
3655,SEE_ALSO,2902
2901,TOOK_OVER_FROM,494
2901,PARTNERSHIP,495
496,TOOK_OVER_FROM,495
496,SUCCEEDED__BY,494
3657,ASSOCIATED_WITH,183
630,HAD_APPRENTICE,1006
630,APPRENTICED_TO,728
5178,ASSOCIATED_WITH,5089
5178,ASSOCIATED_WITH,917
1555,SUCCEEDED__BY,8566
8566,TOOK_OVER_FROM,1555
10163,TOOK_OVER_FROM,9630
2097,SEE_ALSO,2714
533,SEE_ALSO,897
1719,SUCCEEDED__BY,1913
906,SUCCEEDED__BY,1719
906,SEE_ALSO,1913
1913,SEE_ALSO,906
1913,TOOK_OVER_FROM,1719
9070,SEE_ALSO,897
8579,SEE_ALSO,2903
2903,SEE_ALSO,6751
1719,TOOK_OVER_FROM,906
2903,SEE_ALSO,8579
1858,SEE_ALSO,897
9587,SUCCEEDED__BY,9484
179,SUCCEEDED__BY,195
195,CHILD_OF,179
195,APPRENTICED_TO,172
195,SUCCEEDED__BY,314
195,HAD_APPRENTICE,314
195,TOOK_OVER_FROM,179
179,PARENT_OF,195
353,TOOK_OVER_FROM,824
353,NEPHEW_NIECE_OF,824
6754,SUCCEEDED__BY,3636
10141,TOOK_OVER_FROM,9969
9700,SUCCEEDED__BY,9969
9969,SUCCEEDED__BY,10141
9700,SPOUSE_OF,9969
9700,SEE_ALSO,10141
9969,TOOK_OVER_FROM,9700
6757,TOOK_OVER_FROM,4978
4978,SUCCEEDED__BY,6757
6759,ASSOCIATED_WITH,4262
3661,SEE_ALSO,3651
3661,SEE_ALSO,3660
3661,SEE_ALSO,3658
3661,SEE_ALSO,1535
3660,SEE_ALSO,3658
3660,SEE_ALSO,3651
3660,SEE_ALSO,1535
3659,SEE_ALSO,3661
3659,SEE_ALSO,3660
3659,SEE_ALSO,3651
3659,SEE_ALSO,1535
3658,SEE_ALSO,3661
3658,SEE_ALSO,3660
3658,SEE_ALSO,3651
3658,SEE_ALSO,1535
3660,SEE_ALSO,3661
8596,SEE_ALSO,4979
5364,SEE_ALSO,4991
4980,SEE_ALSO,2905
6765,SUCCEEDED__BY,6766
706,APPRENTICED_TO,1799
6766,SUCCEEDED__BY,6767
6766,TOOK_OVER_FROM,6765
6767,TOOK_OVER_FROM,6766
182,ASSOCIATED_WITH,610
10,HAD_APPRENTICE,1317
632,CHILD_OF,184
182,PARENT_OF,184
1348,APPRENTICED_TO,184
632,SUCCEEDED__BY,1216
10,ASSOCIATED_WITH,1230
10,APPRENTICED_TO,1222
184,APPRENTICED_TO,182
184,HAD_APPRENTICE,1348
184,HAD_APPRENTICE,1216
184,TOOK_OVER_FROM,182
10,ASSOCIATED_WITH,1236
1348,ASSOCIATED_WITH,1464
182,ASSOCIATED_WITH,164
1348,SIBLING_OF,1216
1348,CHILD_OF,184
184,CHILD_OF,182
3959,APPRENTICED_TO,3010
632,APPRENTICED_TO,184
845,CHILD_OF,182
1216,APPRENTICED_TO,184
845,APPRENTICED_TO,182
10,HAD_APPRENTICE,377
845,TOOK_OVER_FROM,541
182,CHILD_OF,10
182,HAD_APPRENTICE,6430
1216,PARTNERSHIP,1215
182,HAD_APPRENTICE,845
182,HAD_APPRENTICE,184
182,HAD_APPRENTICE,421
182,SUCCEEDED__BY,184
10,PARENT_OF,182
182,TOOK_OVER_FROM,805
182,APPRENTICED_TO,10
1948,SEE_ALSO,1348
1948,SEE_ALSO,184
784,SEE_ALSO,1214
784,SUCCEEDED__BY,1213
805,SUCCEEDED__BY,182
805,TOOK_OVER_FROM,10
452,SEE_ALSO,1215
185,SUCCEEDED__BY,1215
185,SEE_ALSO,1040
185,SEE_ALSO,184
633,SEE_ALSO,1040
633,SEE_ALSO,1548
633,SEE_ALSO,184
1214,PARTNERSHIP,1213
1214,SAME_PREMISES_AS,1213
634,SUCCEEDED__BY,999
634,TOOK_OVER_FROM,1213
634,SEE_ALSO,1214
1436,SEE_ALSO,2289
1436,ASSOCIATED_WITH,1203
1436,TOOK_OVER_FROM,1463
1463,SUCCEEDED__BY,1436
5232,SEE_ALSO,6772
6772,SEE_ALSO,5232
9166,ASSOCIATED_WITH,3777
1618,SEE_ALSO,6848
1616,SEE_ALSO,6848
9231,SUCCEEDED__BY,9232
6779,SEE_ALSO,6780
6780,SEE_ALSO,6779
6781,SEE_ALSO,6779
6781,SEE_ALSO,6780
2778,APPRENTICED_TO,641
4991,SEE_ALSO,5366
2778,HAD_APPRENTICE,2173
192,UNKNOWN_RELATION,4569
192,APPRENTICED_TO,135
192,HAD_APPRENTICE,1274
192,ASSOCIATED_WITH,135
192,UNKNOWN_RELATION,160
9368,SUCCEEDED__BY,9510
636,SIBLING_OF,638
4503,PARENT_OF,637
4503,HAD_APPRENTICE,547
4503,PARENT_OF,638
4503,HAD_APPRENTICE,637
4503,ASSOCIATED_WITH,165
635,SEE_ALSO,636
635,SEE_ALSO,4503
635,SEE_ALSO,638
636,CHILD_OF,4503
636,SIBLING_OF,637
636,APPRENTICED_TO,4503
636,HAD_APPRENTICE,1812
636,SEE_ALSO,638
637,CHILD_OF,4503
637,SIBLING_OF,638
637,APPRENTICED_TO,4503
637,HAD_APPRENTICE,828
638,CHILD_OF,4503
638,SIBLING_OF,637
638,APPRENTICED_TO,4503
638,SEE_ALSO,635
4302,APPRENTICED_TO,1740
2906,SUCCEEDED__BY,4987
4987,TOOK_OVER_FROM,2906
4987,SUCCEEDED__BY,4986
8580,APPRENTICED_TO,8370
2393,ASSOCIATED_WITH,2459
2394,APPRENTICED_TO,2572
2394,HAD_APPRENTICE,3995
2394,WORKED_FOR,2573
2394,SEE_ALSO,2360
2360,SEE_ALSO,2394
5552,PARENT_OF,5375
2394,APPRENTICED_TO,2573
2394,HAD_APPRENTICE,1751
2394,HAD_APPRENTICE,4509
2394,HAD_APPRENTICE,4498
5376,TOOK_OVER_FROM,5375
5375,CHILD_OF,5552
6785,SUCCEEDED__BY,6786
3440,APPRENTICED_TO,2003
8666,TOOK_OVER_FROM,3440
9542,ASSOCIATED_WITH,10169
3440,SUCCEEDED__BY,8666
9542,SEE_ALSO,8666
3440,SUCCEEDED__BY,8666
1444,SEE_ALSO,390
94,HAD_APPRENTICE,197
94,HAD_APPRENTICE,56
94,HAD_APPRENTICE,2505
4990,TOOK_OVER_FROM,2618
1521,SEE_ALSO,1522
2618,PARENT_OF,4990
1522,SEE_ALSO,1521
2545,APPRENTICED_TO,37
2545,SEE_ALSO,1522
4990,SAME_PREMISES_AS,188
2618,SUCCEEDED__BY,4990
1522,SEE_ALSO,2545
4990,TOOK_OVER_FROM,2603
4990,CHILD_OF,2618
2395,APPRENTICED_TO,2595
2395,TOOK_OVER_FROM,2595
6794,SAME_PREMISES_AS,188
6794,SUCCEEDED__BY,7596
6794,TOOK_OVER_FROM,4990
6794,SAME_PREMISES_AS,7596
2396,HAD_APPRENTICE,3444
6795,SEE_ALSO,10511
10511,SEE_ALSO,6795
4995,SEE_ALSO,4996
10511,TOOK_OVER_FROM,4995
4994,SUCCEEDED__BY,6796
6796,SEE_ALSO,6798
6796,SEE_ALSO,4994
6797,TOOK_OVER_FROM,6795
6798,SEE_ALSO,6796
6798,SEE_ALSO,4994
1606,HAD_APPRENTICE,5857
1606,APPRENTICED_TO,859
4122,TOOK_OVER_FROM,4121
9448,SUCCEEDED__BY,9447
4121,SUCCEEDED__BY,4122
9447,TOOK_OVER_FROM,9448
207,EMPLOYED_BY,977
207,EMPLOYED_BY,312
207,HAD_APPRENTICE,611
207,WORKED_FOR,144
207,EMPLOYED_BY,519
6802,SEE_ALSO,7511
1554,SEE_ALSO,1866
1866,SEE_ALSO,1554
1554,ASSOCIATED_WITH,452
6807,SEE_ALSO,10051
6808,SEE_ALSO,6804
4126,SUCCEEDED__BY,4468
4126,SEE_ALSO,3321
6809,SEE_ALSO,6703
1523,ASSOCIATED_WITH,3294
2382,APPRENTICED_TO,2400
1523,SUCCEEDED__BY,6811
6813,SUCCEEDED__BY,6810
1523,SEE_ALSO,10571
8941,APPRENTICED_TO,2517
2100,APPRENTICED_TO,2913
5001,SUCCEEDED__BY,1523
2907,SEE_ALSO,1523
116,ASSOCIATED_WITH,126
116,APPRENTICED_TO,17
116,HAD_APPRENTICE,135
116,TOOK_OVER_FROM,17
2908,SEE_ALSO,1418
1418,SEE_ALSO,2908
5003,SEE_ALSO,5004
5010,SEE_ALSO,5003
5010,TOOK_OVER_FROM,5004
5005,SEE_ALSO,5006
2101,APPRENTICED_TO,605
5004,SEE_ALSO,5003
5010,HAD_APPRENTICE,5081
5010,HAD_APPRENTICE,4978
8783,SEE_ALSO,2909
2101,HAD_APPRENTICE,2909
5008,TOOK_OVER_FROM,5007
3962,SUCCEEDED__BY,9767
3962,SEE_ALSO,9543
3962,APPRENTICED_TO,3455
9767,TOOK_OVER_FROM,9543
4127,TOOK_OVER_FROM,4128
4128,SUCCEEDED__BY,4127
1867,APPRENTICED_TO,641
641,PARENT_OF,1867
641,APPRENTICED_TO,354
641,HAD_APPRENTICE,2778
641,HAD_APPRENTICE,1867
2104,APPRENTICED_TO,423
641,ASSOCIATED_WITH,3362
641,ASSOCIATED_WITH,377
641,ASSOCIATED_WITH,182
641,ASSOCIATED_WITH,357
641,ASSOCIATED_WITH,164
2698,SEE_ALSO,1867
2698,SEE_ALSO,641
641,HAD_APPRENTICE,1485
6822,SUCCEEDED__BY,6823
1867,CHILD_OF,641
1867,SEE_ALSO,2698
1867,TOOK_OVER_FROM,876
1867,PARTNERSHIP,876
641,PARTNERSHIP,876
6823,TOOK_OVER_FROM,6822
6823,SUCCEEDED__BY,6824
6824,TOOK_OVER_FROM,6823
643,SEE_ALSO,1867
876,TOOK_OVER_FROM,641
876,SUCCEEDED__BY,1867
642,TOOK_OVER_FROM,1867
1486,SUCCEEDED__BY,609
1486,TOOK_OVER_FROM,1488
4260,SUCCEEDED__BY,6827
4260,PARTNERSHIP,6827
4260,SUCCEEDED__BY,6827
3666,SUCCEEDED__BY,3761
1229,ASSOCIATED_WITH,1226
1229,APPRENTICED_TO,173
170,PARENT_OF,1229
170,SPOUSE_OF,1228
1228,HAD_APPRENTICE,1229
170,SUCCEEDED__BY,1228
1229,APPRENTICED_TO,1228
1228,SPOUSE_OF,170
4498,APPRENTICED_TO,2394
6828,SEE_ALSO,6429
3398,APPRENTICED_TO,795
5014,TOOK_OVER_FROM,2967
5014,SUCCEEDED__BY,7036
2106,SEE_ALSO,2967
4131,SEE_ALSO,2106
2106,SEE_ALSO,4131
5223,TOOK_OVER_FROM,4131
5223,ASSOCIATED_WITH,8632
6832,SEE_ALSO,6831
9643,SEE_ALSO,8600
8600,SEE_ALSO,9643
3963,SPOUSE_OF,3965
3965,SPOUSE_OF,3963
3963,APPRENTICED_TO,3993
5018,SUCCEEDED__BY,6127
6838,SEE_ALSO,4132
4132,SEE_ALSO,6837
4132,SUCCEEDED__BY,9022
4132,PARENT_OF,6839
6839,SEE_ALSO,4132
6839,SEE_ALSO,6837
6839,SEE_ALSO,6840
6838,SEE_ALSO,6839
6838,SEE_ALSO,6837
6838,SEE_ALSO,6840
6837,SEE_ALSO,4132
6837,SEE_ALSO,6839
6840,SEE_ALSO,6837
6840,SEE_ALSO,4132
6840,SEE_ALSO,6839
9022,SUCCEEDED__BY,6839
9022,TOOK_OVER_FROM,4132
6846,TOOK_OVER_FROM,4983
10301,TOOK_OVER_FROM,9701
4075,APPRENTICED_TO,2321
3966,APPRENTICED_TO,4505
2912,SEE_ALSO,6850
5383,APPRENTICED_TO,927
4136,TOOK_OVER_FROM,139
6864,TOOK_OVER_FROM,9569
6864,SUCCEEDED__BY,8166
4297,HAD_APPRENTICE,4296
4297,APPRENTICED_TO,4294
9827,SEE_ALSO,9826
10342,SEE_ALSO,9827
645,HAD_APPRENTICE,307
645,HAD_APPRENTICE,2502
645,HAD_APPRENTICE,803
8966,SUCCEEDED__BY,7184
1239,ASSOCIATED_WITH,237
1239,ASSOCIATED_WITH,805
235,SEE_ALSO,200
235,SEE_ALSO,1199
1199,SEE_ALSO,235
2919,APPRENTICED_TO,1962
3967,APPRENTICED_TO,2590
5419,PARTNERSHIP,5420
3967,WORKED_FOR,2396
10135,SEE_ALSO,5419
5021,SAME_PREMISES_AS,2134
477,PARENT_OF,8899
477,PARENT_OF,908
477,PARENT_OF,1189
477,SUCCEEDED__BY,8899
8899,SIBLING_OF,908
908,CHILD_OF,477
908,SIBLING_OF,1189
1189,CHILD_OF,477
8899,CHILD_OF,477
8899,SIBLING_OF,1189
8899,TOOK_OVER_FROM,477
1189,SIBLING_OF,908
908,SIBLING_OF,8899
1189,SIBLING_OF,8899
2799,APPRENTICED_TO,605
5022,SAME_PREMISES_AS,8510
6858,SEE_ALSO,6857
6857,SEE_ALSO,6858
783,APPRENTICED_TO,749
6859,ASSOCIATED_WITH,8119
10029,PARTNERSHIP,9791
10018,PARENT_OF,10029
10018,SUCCEEDED__BY,9791
1975,APPRENTICED_TO,166
9791,TOOK_OVER_FROM,10018
8667,SUCCEEDED__BY,9544
8667,SEE_ALSO,8659
9544,TOOK_OVER_FROM,8667
6861,SEE_ALSO,4439
2931,SUCCEEDED__BY,2930
2930,TOOK_OVER_FROM,2931
261,SEE_ALSO,646
36,HAD_APPRENTICE,7500
8716,SUCCEEDED__BY,2932
2933,SEE_ALSO,2932
2932,SEE_ALSO,2933
6867,SEE_ALSO,6866
10361,TOOK_OVER_FROM,10327
10361,SUCCEEDED__BY,10327
1597,APPRENTICED_TO,622
6892,TOOK_OVER_FROM,4265
2111,APPRENTICED_TO,2085
9219,WORKED_FOR,430
5366,APPRENTICED_TO,1309
6895,SEE_ALSO,6894
6894,SEE_ALSO,6895
1706,SEE_ALSO,4139
515,SEE_ALSO,1625
6873,SUCCEEDED__BY,9664
515,SEE_ALSO,523
319,SEE_ALSO,8602
515,SEE_ALSO,396
1626,SEE_ALSO,2978
2867,HAD_APPRENTICE,4041
8602,SEE_ALSO,319
396,ASSOCIATED_WITH,174
396,ASSOCIATED_WITH,271
396,ASSOCIATED_WITH,295
5030,CHILD_OF,4600
5029,EMPLOYED_BY,4744
396,ASSOCIATED_WITH,293
5207,APPRENTICED_TO,1626
4600,CHILD_OF,1446
1446,PARENT_OF,4575
1446,APPRENTICED_TO,675
4600,ASSOCIATED_WITH,3278
4600,ASSOCIATED_WITH,2321
4600,ASSOCIATED_WITH,3109
4600,ASSOCIATED_WITH,2206
4600,ASSOCIATED_WITH,2205
4600,ASSOCIATED_WITH,3449
4600,ASSOCIATED_WITH,678
4600,ASSOCIATED_WITH,2137
4600,ASSOCIATED_WITH,1446
4600,ASSOCIATED_WITH,2934
4600,ASSOCIATED_WITH,566
4600,SIBLING_OF,2934
4600,PARENT_OF,5030
1446,HAD_APPRENTICE,2076
9664,TOOK_OVER_FROM,6873
4575,CHILD_OF,1446
2934,CHILD_OF,1446
2934,SIBLING_OF,4600
2934,SUPPLIED_TO,4600
3568,APPRENTICED_TO,2867
1553,PARENT_OF,1626
6872,SEE_ALSO,1625
6872,SEE_ALSO,1625
515,SEE_ALSO,1626
1233,APPRENTICED_TO,870
1626,HAD_APPRENTICE,5236
6872,SEE_ALSO,2978
1626,PARENT_OF,5207
6872,SEE_ALSO,6876
523,PARTNERSHIP,295
523,SEE_ALSO,515
8942,APPRENTICED_TO,2514
523,SEE_ALSO,396
9202,CHILD_OF,1626
8942,WORKED_FOR,749
9202,SIBLING_OF,5207
1626,SUCCEEDED__BY,1625
1626,HAD_APPRENTICE,5207
1626,CHILD_OF,1553
5207,CHILD_OF,1626
5207,SIBLING_OF,9202
2363,HAD_APPRENTICE,3464
5207,PARTNERSHIP,2978
1626,PARTNERSHIP,2978
1446,PARENT_OF,4600
1626,APPRENTICED_TO,2685
2867,HAD_APPRENTICE,1572
2867,HAD_APPRENTICE,3568
2867,APPRENTICED_TO,166
6871,SEE_ALSO,6872
1625,SEE_ALSO,6872
1625,SEE_ALSO,6876
1625,TOOK_OVER_FROM,1626
1625,SUCCEEDED__BY,2978
6879,SEE_ALSO,6878
1230,APPRENTICED_TO,1222
648,SEE_ALSO,1788
2400,SUCCEEDED__BY,2592
2400,HAD_APPRENTICE,3474
169,PARENT_OF,5556
2400,HAD_APPRENTICE,2592
2400,HAD_APPRENTICE,2382
169,ASSOCIATED_WITH,395
169,ASSOCIATED_WITH,602
169,SUCCEEDED__BY,5557
169,SIBLING_OF,2399
5556,PARTNERSHIP,5557
5032,APPRENTICED_TO,2280
8704,SEE_ALSO,715
5556,CHILD_OF,169
530,TOOK_OVER_FROM,531
2937,SEE_ALSO,2936
9220,WORKED_FOR,430
2936,SEE_ALSO,2937
169,PARTNERSHIP,5557
2515,APPRENTICED_TO,2504
169,ASSOCIATED_WITH,207
5557,PARTNERSHIP,169
2978,PARTNERSHIP,1626
2978,TOOK_OVER_FROM,1625
525,SEE_ALSO,1625
525,TOOK_OVER_FROM,1446
525,SEE_ALSO,4600
525,SEE_ALSO,4575
525,SEE_ALSO,2934
525,SEE_ALSO,6877
2114,SEE_ALSO,1625
2114,SEE_ALSO,1626
9204,SEE_ALSO,2978
8582,APPRENTICED_TO,8370
2402,HAD_APPRENTICE,324
3969,SPOUSE_OF,2402
3969,PARENT_OF,3968
3969,PARENT_OF,2401
3968,SIBLING_OF,2401
1417,SEE_ALSO,1538
3968,CHILD_OF,3969
3968,CHILD_OF,2402
2401,APPRENTICED_TO,324
2401,CHILD_OF,2402
2401,CHILD_OF,3969
2402,PARENT_OF,2401
2402,PARENT_OF,3968
2402,SPOUSE_OF,3969
2402,APPRENTICED_TO,2558
2402,HAD_APPRENTICE,2557
10192,TOOK_OVER_FROM,9545
10019,TOOK_OVER_FROM,10118
1974,SEE_ALSO,1578
2998,TOOK_OVER_FROM,2404
2404,SUCCEEDED__BY,2998
1235,TOOK_OVER_FROM,884
884,SUCCEEDED__BY,1235
1235,SPOUSE_OF,884
884,SPOUSE_OF,1235
5507,APPRENTICED_TO,704
5507,ASSOCIATED_WITH,5506
649,ASSOCIATED_WITH,551
8954,WORKED_FOR,749
2115,HAD_APPRENTICE,2858
2116,TOOK_OVER_FROM,2115
237,HAD_APPRENTICE,704
289,UNCLE_AUNT_OF,237
237,NEPHEW_NIECE_OF,289
237,HAD_APPRENTICE,1945
237,WORKED_FOR,289
237,ASSOCIATED_WITH,699
801,TOOK_OVER_FROM,289
801,EMPLOYED_BY,54
801,SPOUSE_OF,289
289,SPOUSE_OF,801
289,HAD_APPRENTICE,54
289,EMPLOYED_BY,54
289,ASSOCIATED_WITH,291
6901,CHILD_OF,5039
6901,TOOK_OVER_FROM,5039
5039,SUCCEEDED__BY,6901
5218,SEE_ALSO,5038
5042,SAME_PREMISES_AS,4141
5040,SEE_ALSO,4141
4141,SAME_PREMISES_AS,5042
2405,APPRENTICED_TO,698
4401,APPRENTICED_TO,2471
3800,SEE_ALSO,744
1015,APPRENTICED_TO,42
1015,SUCCEEDED__BY,5045
5045,TOOK_OVER_FROM,8828
1500,HAD_APPRENTICE,650
122,ASSOCIATED_WITH,126
2732,TOOK_OVER_FROM,122
650,APPRENTICED_TO,1500
122,HAD_APPRENTICE,236
2732,SPOUSE_OF,122
122,SPOUSE_OF,2732
122,HAD_APPRENTICE,168
122,SEE_ALSO,17
122,HAD_APPRENTICE,1218
1481,SEE_ALSO,3800
1481,SEE_ALSO,744
1871,APPRENTICED_TO,1927
5558,CHILD_OF,880
1163,SUCCEEDED__BY,1912
1912,TOOK_OVER_FROM,1163
1911,TOOK_OVER_FROM,1912
1163,SEE_ALSO,1911
1912,SUCCEEDED__BY,1911
1911,SEE_ALSO,1163
4489,CHILD_OF,3420
3420,APPRENTICED_TO,1728
3420,PARENT_OF,4489
6906,ASSOCIATED_WITH,197
320,SEE_ALSO,343
320,SEE_ALSO,514
271,HAD_APPRENTICE,511
271,HAD_APPRENTICE,502
5070,SUCCEEDED__BY,15
271,FATHER_IN_LAW_OF,502
271,HAD_APPRENTICE,271
271,HAD_APPRENTICE,3517
271,HAD_APPRENTICE,514
271,HAD_APPRENTICE,436
271,HAD_APPRENTICE,1275
5072,TOOK_OVER_FROM,5071
5071,TOOK_OVER_FROM,4143
5070,SEE_ALSO,9936
9936,PARTNERSHIP,15
271,APPRENTICED_TO,315
15,ASSOCIATED_WITH,6635
15,SUCCEEDED__BY,4267
15,TOOK_OVER_FROM,5070
4267,SEE_ALSO,5070
4267,TOOK_OVER_FROM,15
4267,ASSOCIATED_WITH,4196
839,CHILD_OF,839
839,SUCCEEDED__BY,1447
1874,SUCCEEDED__BY,839
1874,TOOK_OVER_FROM,839
347,ASSOCIATED_WITH,164
347,SUCCEEDED__BY,434
347,ASSOCIATED_WITH,182
347,ASSOCIATED_WITH,857
347,ASSOCIATED_WITH,8776
347,ASSOCIATED_WITH,377
1873,APPRENTICED_TO,422
5073,WORKED_FOR,4735
5559,SEE_ALSO,5365
1356,HAD_APPRENTICE,1357
1872,HAD_APPRENTICE,6909
1872,CHILD_OF,1357
1872,PARENT_OF,6909
1872,SUCCEEDED__BY,6910
1876,SUCCEEDED__BY,1872
1357,APPRENTICED_TO,1356
1356,APPRENTICED_TO,738
6909,APPRENTICED_TO,1872
6909,PARTNERSHIP,6910
6909,CHILD_OF,1872
1876,TOOK_OVER_FROM,1357
2696,SEE_ALSO,1876
2696,SEE_ALSO,1356
2696,SIBLING_OF,1872
1357,PARENT_OF,1872
2696,CHILD_OF,1357
1357,PARENT_OF,2696
6910,PARTNERSHIP,1872
6910,TOOK_OVER_FROM,1872
6912,SEE_ALSO,6962
1968,SEE_ALSO,400
1968,SEE_ALSO,8975
6913,WORKED_FOR,5711
6913,PARTNERSHIP,10167
6913,SEE_ALSO,538
10167,SUCCEEDED__BY,6913
10167,TOOK_OVER_FROM,6913
9799,SEE_ALSO,5078
5078,SEE_ALSO,9799
6915,TOOK_OVER_FROM,6914
6915,SUCCEEDED__BY,6914
2383,ASSOCIATED_WITH,2356
3303,TOOK_OVER_FROM,175
270,APPRENTICED_TO,175
270,HAD_APPRENTICE,516
270,HAD_APPRENTICE,302
270,SUCCEEDED__BY,341
270,TOOK_OVER_FROM,3303
175,SUCCEEDED__BY,270
175,HAD_APPRENTICE,270
175,APPRENTICED_TO,97
175,PARTNERSHIP,3303
175,PARENT_OF,270
175,HAD_APPRENTICE,4039
3303,SUCCEEDED__BY,270
270,PARTNERSHIP,3303
270,HAD_APPRENTICE,2721
270,CHILD_OF,175
10541,SIBLING_OF,10542
10541,CHILD_OF,1241
1241,PARENT_OF,10542
10542,SIBLING_OF,10541
10542,PARENT_OF,10542
10542,PARTNERSHIP,4379
1241,WORKED_FOR,3456
1241,SUCCEEDED__BY,10543
1241,WORKED_FOR,3454
5081,SEE_ALSO,5003
5081,ASSOCIATED_WITH,4978
10542,CHILD_OF,1241
1241,PARENT_OF,10541
10542,PARTNERSHIP,10544
10543,SUCCEEDED__BY,4379
10543,TOOK_OVER_FROM,1241
4379,TOOK_OVER_FROM,10543
10545,SEE_ALSO,10542
10545,SEE_ALSO,10544
10544,TOOK_OVER_FROM,4379
10544,SUCCEEDED__BY,9058
4379,SUCCEEDED__BY,10544
4379,PARTNERSHIP,1241
4379,SEE_ALSO,9058
9058,TOOK_OVER_FROM,4379
1474,SEE_ALSO,2939
3669,SEE_ALSO,2939
3669,PARTNERSHIP,3670
2939,SEE_ALSO,1474
2939,UNKNOWN_RELATION,3669
3670,SEE_ALSO,3669
3671,SEE_ALSO,3669
5447,TOOK_OVER_FROM,3669
9519,SEE_ALSO,9393
9393,SEE_ALSO,9519
5504,APPRENTICED_TO,2541
5504,HAD_APPRENTICE,2280
10413,TOOK_OVER_FROM,5085
3331,SEE_ALSO,9977
3331,SUCCEEDED__BY,5085
2118,APPRENTICED_TO,325
10022,SEE_ALSO,10413
10022,SEE_ALSO,5085
5085,SEE_ALSO,9977
5085,SEE_ALSO,10413
5085,TOOK_OVER_FROM,3331
1339,APPRENTICED_TO,140
9665,SEE_ALSO,6923
6923,SEE_ALSO,9665
5086,SEE_ALSO,3490
5086,ASSOCIATED_WITH,5804
887,HAD_APPRENTICE,272
704,HAD_APPRENTICE,5506
1875,APPRENTICED_TO,704
704,APPRENTICED_TO,237
704,SPOUSE_OF,5508
5508,SUCCEEDED__BY,3557
704,SUCCEEDED__BY,5508
5508,TOOK_OVER_FROM,704
704,HAD_APPRENTICE,5505
4488,HAD_APPRENTICE,4562
5508,SPOUSE_OF,704
5508,HAD_APPRENTICE,3557
704,HAD_APPRENTICE,1875
2942,SEE_ALSO,6926
4268,WORKED_FOR,4254
4268,APPRENTICED_TO,4254
4268,ASSOCIATED_WITH,9378
2942,SEE_ALSO,2941
1164,SEE_ALSO,6926
1164,SEE_ALSO,2943
1164,SEE_ALSO,2942
1164,SEE_ALSO,2941
4268,SEE_ALSO,2121
4268,TOOK_OVER_FROM,3858
4268,EMPLOYED_BY,6422
2943,SEE_ALSO,1164
2943,SEE_ALSO,6926
2943,SEE_ALSO,2942
2943,SEE_ALSO,2941
2942,SEE_ALSO,1164
2942,SEE_ALSO,2943
2941,SEE_ALSO,1164
2941,SEE_ALSO,6926
2941,SEE_ALSO,2943
6926,SEE_ALSO,1164
6926,SEE_ALSO,2942
2941,SEE_ALSO,2942
2120,SEE_ALSO,2119
2121,SEE_ALSO,2119
2121,SEE_ALSO,2120
2123,SEE_ALSO,2121
5353,SUBCONTRACTOR_TO,551
5353,WORKED_FOR,430
9995,SEE_ALSO,10072
4269,ASSOCIATED_WITH,9378
9355,EMPLOYED_BY,9361
4269,SIBLING_OF,9355
9355,WORKED_FOR,4252
9355,SIBLING_OF,4269
9355,WORKED_FOR,4269
9355,SEE_ALSO,6929
4269,WORKED_FOR,4252
4269,EMPLOYED_BY,9355
4269,SEE_ALSO,9361
6929,TOOK_OVER_FROM,4269
8934,SUCCEEDED__BY,544
545,ASSOCIATED_WITH,37
1306,APPRENTICED_TO,10
1306,APPRENTICED_TO,421
545,SAME_PREMISES_AS,518
8934,UNKNOWN_RELATION,545
2124,SUCCEEDED__BY,4145
4145,TOOK_OVER_FROM,2124
2124,SEE_ALSO,2945
1306,HAD_APPRENTICE,1382
545,SAME_PREMISES_AS,155
545,ASSOCIATED_WITH,293
545,ASSOCIATED_WITH,312
4404,SAME_PREMISES_AS,4215
545,ASSOCIATED_WITH,155
1306,APPRENTICED_TO,182
2945,SEE_ALSO,2124
8934,TOOK_OVER_FROM,545
545,HAD_APPRENTICE,544
545,APPRENTICED_TO,174
2122,APPRENTICED_TO,2917
2122,HAD_APPRENTICE,2919
5090,TOOK_OVER_FROM,5148
6934,PARTNERSHIP,140
4148,TOOK_OVER_FROM,4147
4147,SUCCEEDED__BY,4148
5093,TOOK_OVER_FROM,4148
5093,SUCCEEDED__BY,6935
6935,TOOK_OVER_FROM,5093
1550,SEE_ALSO,2126
2126,SEE_ALSO,3383
2126,SEE_ALSO,1550
1550,SEE_ALSO,3383
3482,HAD_APPRENTICE,748
