id,other_trades,other_trades_parenth,role_primary,relation_to,guild_memberships,seller_descriptions,maker_descriptions,material,qualifier_im,seller_trades,seller_trades_parenth,maker_trades,maker_trade_parentheses_1,maker_qualifier
7223,,,,,,,,,,,,Glass,optical,
7223,,,,,,,,,,,,Glass,optical,
7223,,,,,,,,,,,,Microscope,,
7223,,,,,,,,,,,,Microscope,,
7223,,,,,,,,,,,,Telescope,,
7223,,,,,,,,,,,,Telescope,,
7223,,,,,,,,,,,,,,
7224,,,,,,,,,,,,Scale,,
7225,,,,,,,,,,,,Saccharometer,,
7225,,,,,,,,,,,,Hydrometer,,
7226,,,,,,,Mathematical,,,,,,,
7226,,,,,,,,,,,,,,
7227,,,,,,,,,,,,,,
7228,,,,,,,,,,,,Clock,,
7228,,,,,,,,,,,,Watch,,
7229,,,,,,,,,,,,Barometer,,
7231,,,,,,,,,,,,Thermometer,,
7231,,,,,,,,,,,,Barometer,,
7233,,,,,,,,,,,,,,
7234,,,,,,,Mathematical,,,,,,,
7237,,,,,,,,,,,,Globe,,
7239,,,,,,,,,,,,Rule,,
7240,,,,,,,Mathematical,,,,,,,
7240,,,,,,,,,,,,,,
7242,,,,,,,,,,,,Globe,,
7243,,,,,,,,,,,,Globe,,
7244,,,,,,,,,,,,Rule,Mathematical ,
7244,,,,,,,,,,,,Rule,,
7245,,,,,,,,,,,,Frame,sextent,
7245,,,,,,,,,,,,Frame,quadrant,
7245,,,,,,,Mathematical,,,,,,,
7248,,,,,,,Mathematical,,,,,,,
7249,,,,,,,,,,,,Measure,,
7250,,,,,,,,,,,,Measure,,
7251,,,,,,,Mathematical,,,,,,,
7251,,,,,,,,,,,,,,
7252,,,,,,,,,,,,Hydrometer,,
7252,,,,,,,,,,,,Hydrometer,,
7252,,,,,,,,,,,,Hydrometer,,
7252,,,,,,,,,,,,Hydrometer,,
7252,,,,,,,,,,,,Barometer,,
7252,,,,,,,,,,,,Barometer,,
7252,,,,,,,,,,,,Barometer,,
7252,,,,,,,,,,,,Barometer,,
7252,,,,,,,Philosophical,,,,,,,
7252,,,,,,,Mathematical,,,,,,,
7252,,,,,,,,,,,,,,
7253,,,,,,,,,,,,Chronometer,,
7254,,,,,,,,,,,,Rule,,
7256,,,,,,,,,,,,,,
7257,,,,,,,,,,,,Thermometer,,
7257,,,,,,,,,,,,Barometer,,
7258,,,,,,,,,,,,Barometer,,
7258,,,,,,,,,,,,Barometer,,
7258,,,,,,,,,,,,Thermometer,,
7258,,,,,,,,,,,,Thermometer,,
7258,,,,,,,,,,,,,,
7258,,,,,Spectaclemakers,,,,,,,,,
7259,,,,,,,,,,,,Rule,,
7260,,,,,,,Mathematical,,,,,,,
7260,,,,,,,,,,,,,,
7261,,,,,,,Mathematical,,,,,,,
7261,,,,,,,,,,,,,,
7262,,,,,,,,,,,,Spectacle,,
7262,,,,,,,,,,,,Spectacle,,
7262,,,,,,,,,,,,,,
7263,,,,,,,,,,,,Spectacle,,
7263,,,,,,,,,,,,Spectacle,,
7263,,,,,,,,,,,,,,
7264,,,,,,,,,,,,Scale,,
7266,,,,,,,,,,,,Watch,,
7266,,,,,,,,,,,,Watch,,
7266,,,,,,,,,,,,Clock,,
7266,,,,,,,,,,,,Clock,,
7266,,,,,,,,,,,,,,
7266,,,Smith ,gold,,,,,,,,,,
7267,,,,,,,,,,,,Thermometer,,
7267,,,,,,,,,,,,Barometer,,
7268,,,,,,,,,,,,,,
7269,,,,,,,,,,,,Chronometer,,
7270,,,,,,,,,,,,Saccharometer,,
7270,,,,,,,,,,,,Thermometer,,
7270,,,,,,,,,,,,Barometer,,
7270,,,,,,,Philosophical,,,,,,,
7270,,,Blower ,glass (experimental),,,,,,,,,,
7271,,,,,,,,,,,,Chronometer,,
7272,,,,,,,,,,,,Spectacle,,
7272,,,,,,,,,,,,Spectacle,,
7272,,,,,,,,,,,,,,
7273,,,,,,,,,,,,Spectacle,,
7273,,,,,,,,,,,,Spectacle,,
7273,,,,,,,,,,,,,,
7275,,,,,,,,,,,,Thermometer,,
7275,,,,,,,,,,,,Barometer,,
7280,,,,,,,,,,Book,,,,
7280,,,Stationer ,,,,,,,,,,,
7281,,,,,,,,,,,,Spectacle,,
7281,,,,,,,,,,,,Spectacle,,
7281,,,,,,,,,,,,,,
7282,,,,,,,Philosophical,,,,,,,
7282,,,,,,,Mathematical,,,,,,,
7282,,,,,,,,,,,,,,
7283,,,,,,,,,,,,,,
7284,,,,,,,,,,,,,,
7289,,,,,,,,,,,,Barometer,,
7289,,,,,,,,,,,,Clock,,
7291,,,,,,,,,,,,,,
7292,,,,,,,,,,,,Magic Lantern,,
7292,,,,,,,Chemical,,,,,,,
7293,,,Manufacturer,glass,,,,,,,,,,
7293,,,,apparatus (chemical),,,,,,,,,,
7294,,,,,,,Surgical,,,,,,,
7295,,,,,,,,,,,,Scale,,
7295,,,,,Blacksmiths,,,,,,,,,
7296,,,,,,,Philosophical,,,,,,,
7296,,,,,,,Mathematical,,,,,,,
7297,,,,,,,Chemical,,,,,,,
7298,,,,,,,Chemical,,,,,,,
7299,,,,,,,,,,,,,,
7299,,,Jeweller,,,,,,,,,,,
7300,,,,,,,Chemical,,,,,,,
7301,,,,,,,,,,,,Watch,,
7301,,,,,,,,,,,,Watch,,
7301,,,,,,,,,,,,,,
7301,,,Jeweller,,,,,,,,,,,
7302,,,,,,,,,,,,Rule,Mathematical ,
7302,,,,,,,,,,,,Rule,Mathematical ,
7302,,,,,,,,,,,,Rule,,
7302,,,,,,,,,,,,Rule,,
7302,,,,,,,Drawing,,,,,,,
7302,,,,,,,Mathematical,,,,,,,
7303,,,,,,,,,,,,Rule,,
7304,,,,,,,,,,,,Thermometer,,
7304,,,,,,,,,,,,Barometer,,
7305,,,,,,,,,,,,Thermometer,,
7305,,,,,,,,,,,,Barometer,,
7306,,,,,,,,,,,,Watch,,
7306,,,,,,,,,,,,Watch,,
7306,,,,,,,,,,,,Watch,,
7306,,,,,,,,,,,,Watch,,
7306,,,,,,,,,,,,,,
7306,,,Jeweller,,,,,,,,,,,
7306,,,Regulator ,sextant,,,,,,,,,,
7307,,,,,,,,,,,,Clock,,
7307,,,,,,,,,,,,Clock,,
7307,,,,,,,,,,,,Watch,,
7307,,,,,,,,,,,,Watch,,
7307,,,,,,,,,,,,,,
7307,,,Jeweller,,,,,,,,,,,
7309,,,,,,,,,,,,Rule,,
7310,,,,,,,,,,,,,,
7311,,,,,,,,,,,,Chronometer,,
7312,,,,,,,,,,,,,,
7312,,,,,Spectaclemakers,,,,,,,,,
7313,,,,,,,,,,,,Thermometer,,
7313,,,,,,,,,,,,Thermometer,,
7313,,,,,,,,,,,,Barometer,,
7313,,,,,,,,,,,,Barometer,,
7313,,,,,,,Electrical,,,,,,,
7313,,,,,,,Philosophical,,,,,,,
7314,,,,,,,,,,,,Chronometer,,
7314,,,,,,,,,,,,Watch,,
7314,,,,,Clockmakers,,,,,,,,,
7315,,,,,,,Mathematical,,,,,,,
7315,,,,,,,,,,,,,,
7316,,,,,,,,,,,,Watch,,
7316,,,,,,,,,,,,Watch,,
7316,,,,,,,,,,,,Watch,,
7316,,,,,,,,,,,,Watch,,
7316,,,,,,,,,,,,Watch,,
7316,,,,,,,,,,,,Watch,,
7316,,,,,,,,,,,,Watch,,
7316,,,,,,,,,,,,Watch,,
7316,,,,,,,,,,,,Watch,,
7316,,,,,,,,,,,,Watch,,
7316,,,,,,,,,,,,Watch,,
7316,,,,,,,,,,,,Watch,,
7316,,,,,,,,,,,,Chronometer,,
7316,,,,,,,,,,,,Chronometer,,
7316,,,,,,,,,,,,Chronometer,,
7316,,,,,,,,,,,,Chronometer,,
7316,,,,,,,,,,,,Chronometer,,
7316,,,,,,,,,,,,Chronometer,,
7316,,,,,,,,,,,,Chronometer,,
7316,,,,,,,,,,,,Chronometer,,
7316,,,,,,,,,,,,Chronometer,,
7316,,,,,,,,,,,,Chronometer,,
7316,,,,,,,,,,,,Chronometer,,
7316,,,,,,,,,,,,Chronometer,,
7316,,,,,,,Nautical,,,,,,,
7316,,,,,,,Mathematical,,,,,,,
7316,,,,,,,,,,,,,,
7316,,,Agent ,chart (admiralty),,,,,,,,,,
7316,,,Publisher,nautical,,,,,,,,,,
7316,,,Stationer ,nautical,,,,,,,,,,
7317,,,,,,,,,,,,Spectacle,,
7317,,,,,,,,,,,,Spectacle,,
7317,,,,,,,,,,,,,,
7318,,,Manufacturer,"instruments (engineering), instruments (mathematical)",,,,,,,,,,
7318,,,Engineer,,,,,,,,,,,
7319,,,,,,,,,,,,Spectacle,,
7320,,,,,,,Mathematical,,,,,,,
7321,,,,,,,,,,,,,,
7321,,,Manufacturer,apparatus (photographic),,,,,,,,,,
7321,,,Manufacturer,apparatus (photo),,,,,,,,,,
7322,,,,,,,Nautical,,,,,,,
7324,,,,,,,,,,,,Watch,,
7324,,,,,,,,,,,,Watch,,
7324,,,,,,,,,,,,,,
7324,,,Smith ,gold,,,,,,,,,,
7325,,,,,,,,,,,,Spectacle,,
7325,,,,,,,,,,,,Spectacle,,
7325,,,,,,,,,,,,Spectacle,,
7325,,,,,,,,,,,,Spectacle,,
7325,,,,,,,,,,,,Spectacle,,
7325,,,,,,,,,,,,Spectacle,,
7325,,,,,,,,,,,,Barometer,,
7325,,,,,,,,,,,,Barometer,,
7325,,,,,,,,,,,,Barometer,,
7325,,,,,,,,,,,,Barometer,,
7325,,,,,,,,,,,,Barometer,,
7325,,,,,,,,,,,,Barometer,,
7325,,,,,,,Drawing,,,,,,,
7325,,,,,,,Philosophical,,,,,,,
7325,,,,,,,Mathematical,,,,,,,
7325,,,,,,,,,,,,,,
7326,,,,,,,,,,,,,,
7327,,,,,,,,,,,,,,
7328,,,,,,,Mathematical,,,,,,,
7329,,,,,,,Scientific,,,,,,,
7330,,,,,,,,,,,,Spectacle,,
7330,,,,,,,,,,,,Spectacle,,
7330,,,,,,,,,,,,,,
7332,,,,,,,,,,,,Watch,,
7332,,,,,,,,,,,,Chronometer,,
7333,,,,,,,,,,,,Chronometer,,
7334,,,,,,,,,,,,,,
7335,,,,,,,,,,,,,,
7336,,,,,,,,,,Clock,,,,
7336,,,,,,,,,,Tool ,,,,
7336,,,,,,Optical,,,,,,,,
7337,,,,,,,,,,,,,,
7338,,,,,,,,,,,,,,
7339,,,,,,,,,,,,Thermometer,,
7339,,,,,,,,,,,,Thermometer,,
7339,,,,,,,,,,,,Barometer,,
7339,,,,,,,,,,,,Barometer,,
7339,,,,,,,Philosophical,,,,,,,
7339,,,,,,,Mathematical,,,,,,,
7340,,,,,,,,,,,,,,
7341,,,,,,,Mathematical,,,,,,,
7342,,,,,,,,,,,,,,
7343,,,,,,,,,,,,,,
7344,,,,,,,,,,,,,,
7345,,,,,,,,,,,,,,
7346,,,,,,,,,,,,,,
7347,,,,,,,,,,,,,,
7348,,,,,,,,,,,,Scale,,
7348,,,,,Haberdashers,,,,,,,,,
7350,,,,,,,,,,,,Telescope,,
7351,,,,,,,,,,,,Rule,,
7353,,,,,,,,,,,,,,
7354,,,,,,,Optical,,,,,,,
7354,,,Dealer ,general,,,,,,,,,,
7355,,,,,,,,,,,,Watch,,
7355,,,,,,,,,,,,Watch,,
7355,,,,,,,,,,,,Watch,,
7355,,,,,,,,,,,,Watch,,
7355,,,,,,,,,,,,Watch,,
7355,,,,,,,,,,,,Watch,,
7355,,,,,,,,,,,,,,
7355,,,Jeweller,,,,,,,,,,,
7355,,,Regulator ,instrument (nautical),,,,,,,,,,
7357,,,,,,,,,,,,Chronometer,,
7357,,,,,,,,,,,,Watch,,
7358,,,,,,,,,,,,Thermometer,,
7358,,,,,,,,,,,,Barometer,,
7360,,,,,,,,,,,,Chronometer,,
7361,,,,,,,,,,,,Spectacle,,
7361,,,,,,,,,,,,Spectacle,,
7361,,,,,,,,,,,,,,
7362,,,,,,,,,,,,Watch,,
7364,,,,,,,,,,,,,,
7365,,,,,,,,,,,,,,
7366,,,,,,,,,,,,,,
7367,,,,,,,Mathematical,,,,,,,
7367,,,,,,,,,,,,,,
7368,,,,,,,,,,,,Watch,,
7368,,,,,,,,,,,,Watch,,
7368,,,,,,,,,,,,Chronometer,,
7368,,,,,,,,,,,,Chronometer,,
7368,,,,,,,,,,,,,,
7368,,,Adjuster ,compass,,,,,,,,,,
7369,,,,,,,,,,,,,,
7370,,,,,,,,,,,,,,
7371,,,,,,,,,,,,Chronometer,,
7371,,,,,,,,,,,,Watch,,
7371,,,,,,,Nautical,,,,,,,
7373,,,,,,,Philosophical,,,,,,,
7373,,,,,,,Mathematical,,,,,,,
7373,,,,,,,,,,,,,,
7374,,,,,,,,,,,,Scale,,
7374,,,,,Blacksmiths,,,,,,,,,
7375,,,,,Blacksmiths,,,,,,,,,
7375,,,Smith ,scale,,,,,,,,,,
7376,,,,,,,,,,,,,,
7378,,,,,,,,,,,,Watch,,
7378,,,Jeweller,,,,,,,,,,,
7379,,,,,,,,,,,,Chronometer,,
7379,,,,,,,,,,,,Watch,,
7381,,,,,,,,,,,,Spectacle,,
7382,,,,,,,,,,,,Scale,Mathematical ,
7383,,,,,,,Electrical,,,,,,,
7384,,,,,,,Mathematical,,,,,,,
7384,,,,,,,,,,,,,,
7385,,,,,,,,,,,,Carbide,,
7385,,,,,,,Scientific,,,,,,,
7386,,,,,,,,,,,,,,
7387,,,,,,,,,,,,,,
7388,,,,,,,,,,,,Compass,,
7388,,,,,,,,,,,,Compass,,
7388,,,,,,,,,,,,Compass,,
7388,,,,,,,,,,,,Compass,,
7388,,,,,,,,,,,,Chronometer,,
7388,,,,,,,,,,,,Chronometer,,
7388,,,,,,,,,,,,Chronometer,,
7388,,,,,,,,,,,,Chronometer,,
7388,,,,,,,Nautical,,,,,,,
7388,,,,,,,Mathematical,,,,,,,
7388,,,,,,,,,,,,,,
7389,,,,,,,,,,,,Chronometer,,
7390,,,,,,,Optical,,,,,,,
7391,,,,,,,,,,,,Rule,,
7392,,,,,,Chemical,,,,,,,,
7393,,,,,,,,,,,,,,
7394,,,,,,,Electrical,,,,,,,
7395,,,,,,,Electrical,,,,,,,
7396,,,,,,,,,,,,,,
7397,,,,,,,,,,,,Stereoscope,,
7397,,,,,,,,,,,,Stereoscope,,
7397,,,,,,,Mathematical,,,,,,,
7397,,,,,,,,,,,,,,
7398,,,,,,,,,,,,Spectacle,,
7398,,,,,,,,,,,,Spectacle,,
7398,,,,,,,,,,,,,,
7399,,,,,,,,,,,,Spectacle,,
7399,,,,,,,,,,,,Spectacle,,
7399,,,,,,,,,,,,Spectacle,,
7399,,,,,,,,,,,,Spectacle,,
7399,,,,,,,Philosophical,,,,,,,
7399,,,,,,,Mathematical,,,,,,,
7399,,,,,,,,,,,,,,
7400,,,,,,,,,,,,,,
7401,,,,,,,,,,,,Gun,,
7402,,,,,,,,,,,,,,
7403,,,,,,,,,,,,,,
7405,,,,,,,Philosophical,,,,,,,
7405,,,,,,,Mathematical,,,,,,,
7405,,,,,,,Chemical,,,,,,,
7405,,,,,,,Photographic,,,,,,,
7405,,,,,,,,,,,,,,
7407,,,,,Hammermen,,,,,,,,,
7407,,,Smith ,copper,,,,,,,,,,
7408,,,,,,,,,,,,Thermometer,,
7408,,,,,,,,,,,,Thermometer,,
7408,,,,,,,,,,,,Barometer,,
7408,,,,,,,,,,,,Barometer,,
7408,,,,,,,Philosophical,,,,,,,
7408,,,,,,,Mathematical,,,,,,,
7409,,,,,,,,,,,,Thermometer,,
7409,,,,,,,,,,,,Thermometer,,
7409,,,,,,,,,,,,Barometer,,
7409,,,,,,,,,,,,Barometer,,
7409,,,,,,,Philosophical,,,,,,,
7409,,,,,,,Mathematical,,,,,,,
7410,,,,,,,,,,,,Stereoscope,,
7410,,,,,,,,,,,,Stereoscope,,
7410,,,,,,,,,,,,Stereoscope,,
7410,,,,,,,,,,,,Stereoscope,,
7410,,,,,,,,,,,,Stereoscope,,
7410,,,,,,,,,,,,Stereoscope,,
7410,,,,,,,,,,,,Spectacle,,
7410,,,,,,,,,,,,Spectacle,,
7410,,,,,,,,,,,,Spectacle,,
7410,,,,,,,,,,,,Spectacle,,
7410,,,,,,,,,,,,Spectacle,,
7410,,,,,,,,,,,,Spectacle,,
7410,,,,,,,,,,,,Telescope,,
7410,,,,,,,,,,,,Telescope,,
7410,,,,,,,,,,,,Telescope,,
7410,,,,,,,,,,,,Telescope,,
7410,,,,,,,,,,,,Telescope,,
7410,,,,,,,,,,,,Telescope,,
7410,,,,,,,,,,,,Thermometer,,
7410,,,,,,,,,,,,Thermometer,,
7410,,,,,,,,,,,,Thermometer,,
7410,,,,,,,,,,,,Thermometer,,
7410,,,,,,,,,,,,Thermometer,,
7410,,,,,,,,,,,,Thermometer,,
7410,,,,,,,,,,,,Barometer,,
7410,,,,,,,,,,,,Barometer,,
7410,,,,,,,,,,,,Barometer,,
7410,,,,,,,,,,,,Barometer,,
7410,,,,,,,,,,,,Barometer,,
7410,,,,,,,,,,,,Barometer,,
7410,,,,,,,Meteorological,,,,,,,
7410,,,,,,,Optical,,,,,,,
7410,,,,,,,Mathematical,,,,,,,
7410,,,,,,,Photographic,,,,,,,
7410,,,,,,,Philosophical,,,,,,,
7410,,,,,,,Chemical,,,,,,,
7411,,,,,,,,,,,,,,
7412,,,,,,,,,,,,Watch,,
7412,,,,,,,,,,,,Clock,,
7412,,,,,,,,,,,,Chronometer,,
7413,,,,,,,,,,,,,,
7414,,,,,,,Electrical,,,,,,,
7414,,,,,,,,,,,,,,
7415,,,Engineer,,,,,,,,,,,
7415,,,Manufacturer,printing machine,,,,,,,,,,
7416,,,Engineer,,,,,,,,,,,
7417,,,,,,,,,,,,,,
7419,,,,,,,,,,,,Thermometer,,
7419,,,,,,,,,,,,Thermometer,,
7419,,,,,,,,,,,,Barometer,,
7419,,,,,,,,,,,,Barometer,,
7419,,,,,,,Electrical & Galvanic,,,,,,,
7419,,,,,,,Philosophical,,,,,,,
7422,,,,,,,,,,,,Watch,,
7422,,,,,,,,,,,,Watch,,
7422,,,,,,,,,,,,,,
7422,,,Jeweller,,,,,,,,,,,
7423,,,,,,,,,,,,Chronometer,,
7423,,,,,,,,,,,,Chronometer,,
7423,,,,,,,,,,,,Chronometer,,
7423,,,,,,,,,,,,Chronometer,,
7423,,,,,,,,,,,,Watch,,
7423,,,,,,,,,,,,Watch,,
7423,,,,,,,,,,,,Watch,,
7423,,,,,,,,,,,,Watch,,
7423,,,,,,,,,,,,,,
7423,,,Jeweller,,,,,,,,,,,
7423,,,Smith ,silver,,,,,,,,,,
7424,,,,,,,,,,,,Watch,,
7424,,,,,,,,,,,,Watch,,
7424,,,,,,,,,,,,,,
7424,,,,,Spectaclemakers,,,,,,,,,
7424,,,Jeweller,,,,,,,,,,,
7425,,,,,,,,,,,,Chronometer,,
7425,,,,,,,,,,,,Chronometer,,
7425,,,,,,,,,,,,Chronometer,,
7425,,,,,,,,,,,,Chronometer,,
7425,,,,,,,,,,,,Watch,,
7425,,,,,,,,,,,,Watch,,
7425,,,,,,,,,,,,Watch,,
7425,,,,,,,,,,,,Watch,,
7425,,,,,,,,,,,,,,
7425,,,Smith ,gold,,,,,,,,,,
7425,,,Jeweller,,,,,,,,,,,
7426,,,,,,,,,,,,Watch,,
7426,,,,,,,,,,,,Watch,,
7426,,,,,,,,,,,,,,
7426,,,Jeweller,,,,,,,,,,,
7427,,,,,,,Nautical,,,,,,,
7427,,,,,,,Mathematical,,,,,,,
7427,,,,,,,,,,,,,,
7428,,,,,,,Mathematical,,,,,,,
7430,,,,,,,,,,,,Spectacle,,
7430,,,,,,,,,,,,Spectacle,,
7430,,,,,,,,,,,,,,
7430,,,Grinder ,glass (optical),,,,,,,,,,
7431,,,,,,,,,,,,,,
7432,,,,,,,,,,,,,,
7433,,,,,,,,,,,,,,
7434,,,,,,,,,,,,,,
7435,,,,,,,,,,,,Hydrometer,,
7435,,,,,,,Chemical,,,,,,,
7435,,,Divider ,,,,,,,,,,,
7436,,,,,,,,,,,,Gauge,,
7436,,,,,,,,,,,,Gauge,,
7436,,,,,,,,,,,,Gauge,,
7436,,,,,,,,,,,,Gauge,,
7436,,,,,,,,,,,,Saccharometer,,
7436,,,,,,,,,,,,Saccharometer,,
7436,,,,,,,,,,,,Saccharometer,,
7436,,,,,,,,,,,,Saccharometer,,
7436,,,,,,,,,,,,Hydrometer,,
7436,,,,,,,,,,,,Hydrometer,,
7436,,,,,,,,,,,,Hydrometer,,
7436,,,,,,,,,,,,Hydrometer,,
7436,,,,,,,,,,,,Thermometer,,
7436,,,,,,,,,,,,Thermometer,,
7436,,,,,,,,,,,,Thermometer,,
7436,,,,,,,,,,,,Thermometer,,
7436,,,,,,,,,,,,Barometer,,
7436,,,,,,,,,,,,Barometer,,
7436,,,,,,,,,,,,Barometer,,
7436,,,,,,,,,,,,Barometer,,
7436,,,,,,,Philosophical,,,,,,,
7436,,,,,,,Mathematical,,,,,,,
7436,,,,,,,,,,,,,,
7436,,,Manufacturer,apparatus (chemical),,,,,,,,,,
7437,,,,,,,,,,,,Gauge,,
7437,,,,,,,,,,,,Gauge,,
7437,,,,,,,,,,,,Gauge,,
7437,,,,,,,,,,,,Gauge,,
7437,,,,,,,,,,,,Saccharometer,,
7437,,,,,,,,,,,,Saccharometer,,
7437,,,,,,,,,,,,Saccharometer,,
7437,,,,,,,,,,,,Saccharometer,,
7437,,,,,,,,,,,,Thermometer,,
7437,,,,,,,,,,,,Thermometer,,
7437,,,,,,,,,,,,Thermometer,,
7437,,,,,,,,,,,,Thermometer,,
7437,,,,,,,,,,,,Barometer,,
7437,,,,,,,,,,,,Barometer,,
7437,,,,,,,,,,,,Barometer,,
7437,,,,,,,,,,,,Barometer,,
7437,,,,,,,,,,,,Hydrometer,,
7437,,,,,,,,,,,,Hydrometer,,
7437,,,,,,,,,,,,Hydrometer,,
7437,,,,,,,,,,,,Hydrometer,,
7437,,,,,,,Philosophical,,,,,,,
7437,,,,,,,Mathematical,,,,,,,
7437,,,,,,,,,,,,,,
7439,,,,,,,,,,,,Thermometer,,
7439,,,,,,,,,,,,Thermometer,,
7439,,,,,,,,,,,,Thermometer,,
7439,,,,,,,,,,,,Thermometer,,
7439,,,,,,,,,,,,Thermometer,,
7439,,,,,,,,,,,,Thermometer,,
7439,,,,,,,,,,,,Thermometer,,
7439,,,,,,,,,,,,Thermometer,,
7439,,,,,,,,,,,,Barometer,,
7439,,,,,,,,,,,,Barometer,,
7439,,,,,,,,,,,,Barometer,,
7439,,,,,,,,,,,,Barometer,,
7439,,,,,,,,,,,,Barometer,,
7439,,,,,,,,,,,,Barometer,,
7439,,,,,,,,,,,,Barometer,,
7439,,,,,,,,,,,,Barometer,,
7439,,,,,,,Drawing,,,,,,,
7439,,,,,,,Nautical,,,,,,,
7439,,,,,,,Philosophical,,,,,,,
7439,,,,,,,Mathematical,,,,,,,
7439,,,,,,,,,,,,,,
7440,,,,,,,,,,,,,,
7441,,,,,,,Mathematical,,,,,,,
7443,,,,,,,,,,,,,,
7445,,,,,,,,,,,,,,
7446,,,,,,,Mathematical,,,,,,,
7448,,,,,,,,,,,,Model,,
7448,,,,,,,,,,,,Model,,
7448,,,,,,,,,,,,Model,,
7448,,,,,,,,,,,,Thermometer,,
7448,,,,,,,,,,,,Thermometer,,
7448,,,,,,,,,,,,Thermometer,,
7448,,,,,,,,,,,,Barometer,,
7448,,,,,,,,,,,,Barometer,,
7448,,,,,,,,,,,,Barometer,,
7448,,,,,,,,,,,,Saccharometer,,
7448,,,,,,,,,,,,Saccharometer,,
7448,,,,,,,,,,,,Saccharometer,,
7448,,,,,,,,,,,,Hydrometer,,
7448,,,,,,,,,,,,Hydrometer,,
7448,,,,,,,,,,,,Hydrometer,,
7448,,,,,,,Mathematical,,,,,,,
7448,,,,,,,Electrical,,,,,,,
7448,,,,,,,Gauging,,,,,,,
7448,,,Engineer,electrical  ,,,,,,,,,,
7449,,,,,,,,,,,,,,
7449,,,,,,,,,,,,Spectacle,wholesale,
7449,,,,,,,,,,,,Spectacle,wholesale,
7449,,,,,,,,,,,,Hydrometer,,
7449,,,,,,,,,,,,Hydrometer,,
7449,,,,,,,,,,,,Barometer,,
7449,,,,,,,,,,,,Barometer,,
7450,,,,,,,,,,,,,,
7451,,,,,,,,,,Rule,,,,
7451,,,Engineer,,,,,,,,,,,
7452,,,,,,,,,,,,Watch,,
7452,,,,,,,,,,,,Watch,,
7452,,,,,,,,,,,,,,
7454,,,,,,,Nautical,,,,,,,
7455,,,,,,,,,,,,,,
7456,,,,,,,,,,,,Microscope,,
7456,,,,,,,,,,,,Microscope,,
7456,,,,,,,,,,,,,,
7456,,,Manufacturer,object (microscopic),,,,,,,,,,
7457,,,,,,,,,,,,,,
7458,,,,,,,,,,,,,,
7459,,,,,,,,,,,,Tape,measuring,
7459,,,,,,,Mathematical,,,,,,,
7460,,,,,,,Mathematical,,,,,,,
7462,,,,,,,Chemical,,,,,,,
7464,,,,,,,,,,,,Rule,,
7465,,,,,,,,,,,,,,
7466,,,,,,,,,,,,Compass,,
7466,,,,,,,Nautical,,,,,,,
7467,,,,,,,,,,,,Compass,,
7467,,,,,,,Nautical,,,,,,,
7468,,,,,,,Nautical,,,,,,,
7469,,,,,,,,,,,,Magic Lantern,,
7469,,,,,,,,,,,,Magic Lantern,,
7469,,,,,,,,,,,,Magic Lantern,,
7469,,,,,,,,,,,,Magic Lantern,,
7469,,,,,,,,,,,,Magic Lantern,,
7469,,,,,,,,,,,,Magic Lantern,,
7469,,,,,,,,,,,,Magic Lantern,,
7469,,,,,,,,,,,,Magic Lantern,,
7469,,,,,,,Electrical,,,,,,,
7469,,,,,,,Chemical,,,,,,,
7469,,,,,,,,,,,,,,
7469,,,Manufacturer,apparatus (photographic),,,,,,,,,,
7469,,,Manufacturer,apparatus (photo),,,,,,,,,,
7470,,,,,,,,,,,,,,
7471,,,,,,,,,,,,,,
7472,,,,,,,Philosophical,,,,,,,
7472,,,,,,,Mathematical,,,,,,,
7472,,,,,,,,,,,,,,
7472,,,,,,,,,,,,Spectacle,,
7472,,,,,,,,,,,,Spectacle,,
7472,,,,,,,,,,,,Spectacle,,
7472,,,,,,,,,,,,Spectacle,,
7473,,,,,,,,,,,,,,
7475,,,,,,,,,,,,Compass,,
7475,,,,,,,Nautical,,,,,,,
7476,,,,,,,,,,,,Spectacle,,
7476,,,,,,,,,,,,Spectacle,,
7476,,,,,,,,,,,,,,
7477,,,,,,,,,,,,Compass,,
7477,,,,,,,Nautical,,,,,,,
7478,,,,,,,,,,,,Scale,,
7478,,,,,,,,,,,,Weight,,
7479,,,,,,,Nautical,,,,,,,
7479,,,Adjuster ,compass,,,,,,,,,,
7480,,,,,,,Philosophical,,,,,,,
7480,,,,,,,Mathematical,,,,,,,
7480,,,,,,,,,,,,,,
7481,,,,,,,,,,,,,,
7482,,,,,,,Electrical,,,,,,,
7482,,,Manufacturer,"glass (chemical), apparatus (chemical)",,,,,,,,,,
7483,,,,,,,,,,,,,,
7484,,,,,,,,,,,,,,
7485,,,,,,,,,,,,Thermometer,,
7485,,,,,,,,,,,,Barometer,,
7489,,,,,,,,,,,,Watch,,
7490,,,,,,,,,,,,Thermometer,,
7490,,,,,,,,,,,,Barometer,,
7490,,,,,,,,,,,,Looking glass,,
7491,,,,,,,,,,,,Looking glass,,
7491,,,,,,,,,,,,Thermometer,,
7491,,,,,,,,,,,,Barometer,,
7491,,,Wholesaler,,,,,,,,,,,
7496,,,,,,,,,,,,Thermometer,,
7496,,,,,,,,,,,,Barometer,,
7497,,,,,,,,,,,,Telescope,,
7497,,,,,,,,,,,,Telescope,,
7497,,,,,,,,,,,,,,
7498,,,,,,,,,,,,Magic Lantern,,
7498,,,,,,,,,,,,Magic Lantern,,
